rider_id,activity_id,activity_option_link,option_type,activity_type
1003912.0,1841977772,https://www.strava.com//activities/1841977772/analysis,/analysis,Race
1003912.0,1841977772,https://www.strava.com//activities/1841977772/heartrate,/heartrate,Race
1003912.0,1841977772,https://www.strava.com//activities/1841977772/power-curve,/power-curve,Race
1003912.0,1841977772,https://www.strava.com//activities/1841977772/zone-distribution,/zone-distribution,Race
1003912.0,1841977772,https://www.strava.com//activities/1841977772/power-distribution,/power-distribution,Race
1003912.0,1844350049,https://www.strava.com//activities/1844350049/analysis,/analysis,Race
1003912.0,1844350049,https://www.strava.com//activities/1844350049/heartrate,/heartrate,Race
1003912.0,1844350049,https://www.strava.com//activities/1844350049/power-curve,/power-curve,Race
1003912.0,1844350049,https://www.strava.com//activities/1844350049/zone-distribution,/zone-distribution,Race
1003912.0,1844350049,https://www.strava.com//activities/1844350049/power-distribution,/power-distribution,Race
1003912.0,1849053712,https://www.strava.com//activities/1849053712/analysis,/analysis,Race
1003912.0,1849053712,https://www.strava.com//activities/1849053712/heartrate,/heartrate,Race
1003912.0,1849053712,https://www.strava.com//activities/1849053712/power-curve,/power-curve,Race
1003912.0,1849053712,https://www.strava.com//activities/1849053712/zone-distribution,/zone-distribution,Race
1003912.0,1849053712,https://www.strava.com//activities/1849053712/power-distribution,/power-distribution,Race
1003912.0,1851307557,https://www.strava.com//activities/1851307557/analysis,/analysis,Race
1003912.0,1851307557,https://www.strava.com//activities/1851307557/heartrate,/heartrate,Race
1003912.0,1851307557,https://www.strava.com//activities/1851307557/power-curve,/power-curve,Race
1003912.0,1851307557,https://www.strava.com//activities/1851307557/zone-distribution,/zone-distribution,Race
1003912.0,1851307557,https://www.strava.com//activities/1851307557/power-distribution,/power-distribution,Race
1003912.0,1853538082,https://www.strava.com//activities/1853538082/analysis,/analysis,Race
1003912.0,1853538082,https://www.strava.com//activities/1853538082/heartrate,/heartrate,Race
1003912.0,1853538082,https://www.strava.com//activities/1853538082/power-curve,/power-curve,Race
