rider_id,time_interval_link
2006007.0,https://www.strava.com/athletes/2006007#graph_date_range?chart_type=miles&interval_type=week&interval=201701&year_offset=5
2006007.0,https://www.strava.com/athletes/2006007#graph_date_range?chart_type=miles&interval_type=week&interval=201601&year_offset=6
2006007.0,https://www.strava.com/athletes/2006007#graph_date_range?chart_type=miles&interval_type=week&interval=201501&year_offset=7
2009928.0,https://www.strava.com/athletes/2009928#graph_date_range?chart_type=miles&interval_type=week&interval=202001&year_offset=1
2009928.0,https://www.strava.com/athletes/2009928#graph_date_range?chart_type=miles&interval_type=week&interval=201901&year_offset=2
2009928.0,https://www.strava.com/athletes/2009928#graph_date_range?chart_type=miles&interval_type=week&interval=201801&year_offset=3
2009928.0,https://www.strava.com/athletes/2009928#graph_date_range?chart_type=miles&interval_type=week&interval=201701&year_offset=4
2009928.0,https://www.strava.com/athletes/2009928#graph_date_range?chart_type=miles&interval_type=week&interval=201601&year_offset=5
2009928.0,https://www.strava.com/athletes/2009928#graph_date_range?chart_type=miles&interval_type=week&interval=201501&year_offset=6
2009928.0,https://www.strava.com/athletes/2009928#graph_date_range?chart_type=miles&interval_type=week&interval=201401&year_offset=7
2009928.0,https://www.strava.com/athletes/2009928#graph_date_range?chart_type=miles&interval_type=week&interval=201301&year_offset=8
2009928.0,https://www.strava.com/athletes/2009928#graph_date_range?chart_type=miles&interval_type=week&interval=201201&year_offset=9
2009928.0,https://www.strava.com/athletes/2009928#graph_date_range?chart_type=miles&interval_type=week&interval=201101&year_offset=10
2009928.0,https://www.strava.com/athletes/2009928#graph_date_range?chart_type=miles&interval_type=week&interval=201001&year_offset=11
2009928.0,https://www.strava.com/athletes/2009928#graph_date_range?chart_type=miles&interval_type=week&interval=200901&year_offset=12
2009928.0,https://www.strava.com/athletes/2009928#graph_date_range?chart_type=miles&interval_type=week&interval=200801&year_offset=13
2009928.0,https://www.strava.com/athletes/2009928#graph_date_range?chart_type=miles&interval_type=week&interval=200701&year_offset=14
2009928.0,https://www.strava.com/athletes/2009928#graph_date_range?chart_type=miles&interval_type=week&interval=200601&year_offset=15
2009928.0,https://www.strava.com/athletes/2009928#graph_date_range?chart_type=miles&interval_type=week&interval=200501&year_offset=16
2009928.0,https://www.strava.com/athletes/2009928#graph_date_range?chart_type=miles&interval_type=week&interval=200401&year_offset=17
2009928.0,https://www.strava.com/athletes/2009928#graph_date_range?chart_type=miles&interval_type=week&interval=200301&year_offset=18
2009928.0,https://www.strava.com/athletes/2009928#graph_date_range?chart_type=miles&interval_type=week&interval=200201&year_offset=19
2009928.0,https://www.strava.com/athletes/2009928#graph_date_range?chart_type=miles&interval_type=week&interval=200101&year_offset=20
2009928.0,https://www.strava.com/athletes/2009928#graph_date_range?chart_type=miles&interval_type=week&interval=200001&year_offset=21
2009928.0,https://www.strava.com/athletes/2009928#graph_date_range?chart_type=miles&interval_type=week&interval=199901&year_offset=22
2021447.0,https://www.strava.com/pros/2021447#graph_date_range?chart_type=miles&interval_type=week&interval=202101&year_offset=1
2021447.0,https://www.strava.com/pros/2021447#graph_date_range?chart_type=miles&interval_type=week&interval=202001&year_offset=2
2021447.0,https://www.strava.com/pros/2021447#graph_date_range?chart_type=miles&interval_type=week&interval=201901&year_offset=3
2021447.0,https://www.strava.com/pros/2021447#graph_date_range?chart_type=miles&interval_type=week&interval=201801&year_offset=4
2021447.0,https://www.strava.com/pros/2021447#graph_date_range?chart_type=miles&interval_type=week&interval=201701&year_offset=5
2021447.0,https://www.strava.com/pros/2021447#graph_date_range?chart_type=miles&interval_type=week&interval=201601&year_offset=6
2021447.0,https://www.strava.com/pros/2021447#graph_date_range?chart_type=miles&interval_type=week&interval=201501&year_offset=7
2021447.0,https://www.strava.com/pros/2021447#graph_date_range?chart_type=miles&interval_type=week&interval=201401&year_offset=8
2021447.0,https://www.strava.com/pros/2021447#graph_date_range?chart_type=miles&interval_type=week&interval=201301&year_offset=9
